,fiscal_year,Main_Organization,agency_ic_admin_name,award_amount,duration_days,organization_org_state,agency_state
5568,2009,University of Pittsburgh,National Institute on Aging,178279.0,364.0,PA,MD
5569,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,149851.0,364.0,PA,MD
5570,2009,University of Pittsburgh,National Cancer Institute,108785.0,364.0,PA,MD
5571,2009,University of Pittsburgh,National Institute of Nursing Research,145448.0,334.0,PA,MD
5572,2009,University of Pittsburgh,National Institute on Aging,247520.0,364.0,PA,MD
5573,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,148746.0,364.0,PA,MD
5574,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,386379.0,364.0,PA,MD
5575,2009,University of Pittsburgh,National Cancer Institute,111412.0,364.0,PA,MD
5576,2009,University of Pittsburgh,National Heart Lung and Blood Institute,142329.0,364.0,PA,MD
5577,2009,University of Pittsburgh,National Institute of Mental Health,302532.0,364.0,PA,MD
5578,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,187247.0,364.0,PA,MD
5579,2009,University of Pittsburgh,National Cancer Institute,152087.0,364.0,PA,MD
5580,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,149851.0,364.0,PA,MD
5581,2009,University of Pittsburgh,National Cancer Institute,239747.0,353.0,PA,MD
5582,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,172545.0,364.0,PA,MD
5583,2009,University of Pittsburgh,National Institute of General Medical Sciences,428845.0,364.0,PA,MD
5584,2009,University of Pittsburgh,National Cancer Institute,149049.0,364.0,PA,MD
5585,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,279671.0,364.0,PA,MD
5586,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,119144.0,364.0,PA,MD
5587,2009,University of Pittsburgh,National Cancer Institute,119887.0,364.0,PA,MD
5588,2009,University of Pittsburgh,National Cancer Institute,144567.0,364.0,PA,MD
5589,2009,University of Pittsburgh,National Institute of General Medical Sciences,76226.0,364.0,PA,MD
5590,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,113430.0,364.0,PA,MD
5591,2009,University of Pittsburgh,National Institute on Aging,48061.0,364.0,PA,MD
5592,2009,University of Pittsburgh,National Heart Lung and Blood Institute,501914.0,355.0,PA,MD
5593,2009,University of Pittsburgh,National Institute of General Medical Sciences,350234.0,364.0,PA,MD
5594,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,215024.0,364.0,PA,MD
5595,2009,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,319486.0,364.0,PA,MD
5596,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,260096.0,364.0,PA,MD
5597,2009,University of Pittsburgh,National Cancer Institute,87392.0,364.0,PA,MD
5598,2009,University of Pittsburgh,National Institute of General Medical Sciences,38339.0,302.0,PA,MD
5599,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,148745.0,364.0,PA,MD
5600,2009,University of Pittsburgh,National Cancer Institute,300978.0,364.0,PA,MD
5601,2009,University of Pittsburgh,National Cancer Institute,265624.0,364.0,PA,MD
5602,2009,University of Pittsburgh,National Institute of Mental Health,1091580.0,364.0,PA,MD
5603,2009,University of Pittsburgh,National Institute of Mental Health,73784.0,364.0,PA,MD
5604,2009,University of Pittsburgh,National Institute of General Medical Sciences,334304.0,364.0,PA,MD
5605,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,255622.0,364.0,PA,MD
5606,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,438323.0,364.0,PA,MD
5607,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,272334.0,364.0,PA,MD
5608,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,373060.0,364.0,PA,MD
5609,2009,University of Pittsburgh,National Institute of Nursing Research,141018.0,334.0,PA,MD
5610,2009,University of Pittsburgh,NIH Women's Health Initiative,1217577.0,356.0,PA,MD
5611,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,1672618.0,356.0,PA,MD
5612,2009,University of Pittsburgh,National Institute of Mental Health,627619.0,729.0,PA,MD
5613,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,315425.0,729.0,PA,MD
5614,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,189375.0,729.0,PA,MD
5615,2009,University of Pittsburgh,National Institute on Aging,150000.0,698.0,PA,MD
5616,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,1260025.0,1095.0,PA,MD
5617,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,50000.0,729.0,PA,MD
5618,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,26894.0,404.0,PA,MD
5619,2009,University of Pittsburgh,National Institute on Aging,125000.0,212.0,PA,MD
5620,2009,University of Pittsburgh,National Cancer Institute,137344.0,364.0,PA,MD
5621,2009,University of Pittsburgh,National Institute on Drug Abuse,24800.0,166.0,PA,MD
5622,2009,University of Pittsburgh,National Institute of General Medical Sciences,281631.0,364.0,PA,MD
5623,2009,University of Pittsburgh,National Institute of Nursing Research,164931.0,729.0,PA,MD
5624,2009,University of Pittsburgh,National Cancer Institute,282926.0,344.0,PA,MD
5625,2009,University of Pittsburgh,National Heart Lung and Blood Institute,378750.0,364.0,PA,MD
5626,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,359150.0,364.0,PA,MD
5627,2009,University of Pittsburgh,National Cancer Institute,263704.0,361.0,PA,MD
5628,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,132641.0,914.0,PA,MD
5629,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,186285.0,360.0,PA,MD
5630,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,222615.0,364.0,PA,MD
5631,2009,University of Pittsburgh,National Institute on Aging,89582.0,335.0,PA,MD
5632,2009,University of Pittsburgh,National Cancer Institute,126107.0,343.0,PA,MD
5633,2009,University of Pittsburgh,National Institute on Drug Abuse,339343.0,288.0,PA,MD
5634,2009,University of Pittsburgh,National Heart Lung and Blood Institute,124869.0,350.0,PA,MD
5635,2009,University of Pittsburgh,National Institute on Aging,152640.0,350.0,PA,MD
5636,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,144747.0,364.0,PA,MD
5637,2009,University of Pittsburgh,National Institute of Nursing Research,41176.0,364.0,PA,MD
5638,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,57677.0,364.0,PA,MD
5639,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,669983.0,364.0,PA,MD
5640,2009,University of Pittsburgh,National Heart Lung and Blood Institute,781510.0,348.0,PA,MD
5641,2009,University of Pittsburgh,National Institute of Mental Health,627258.0,364.0,PA,MD
5642,2009,University of Pittsburgh,National Institute of General Medical Sciences,279331.0,364.0,PA,MD
5643,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,152250.0,729.0,PA,MD
5644,2009,University of Pittsburgh,National Institute of General Medical Sciences,207582.0,364.0,PA,MD
5645,2009,University of Pittsburgh,National Heart Lung and Blood Institute,373600.0,364.0,PA,MD
5646,2009,University of Pittsburgh,National Institute of Mental Health,173640.0,364.0,PA,MD
5647,2009,University of Pittsburgh,National Institute on Aging,227250.0,350.0,PA,MD
5648,2009,University of Pittsburgh,National Institute of Mental Health,173548.0,364.0,PA,MD
5649,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,194524.0,637.0,PA,MD
5650,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,340875.0,364.0,PA,MD
5651,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,353400.0,364.0,PA,MD
5652,2009,University of Pittsburgh,National Heart Lung and Blood Institute,75750.0,729.0,PA,MD
5653,2009,University of Pittsburgh,National Institute of Nursing Research,615462.0,364.0,PA,MD
5654,2009,University of Pittsburgh,National Heart Lung and Blood Institute,738001.0,364.0,PA,MD
5655,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,1081011.0,364.0,PA,MD
5656,2009,University of Pittsburgh,NIH Office of the Director,757500.0,364.0,PA,MD
5657,2009,University of Pittsburgh,National Eye Institute,606002.0,364.0,PA,MD
5658,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,117867.0,364.0,PA,MD
5659,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,600442.0,364.0,PA,MD
5660,2009,University of Pittsburgh,John E. Fogarty International Center for Advanced Study in the Health Sciences,109690.0,357.0,PA,MD
5661,2009,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,467744.0,350.0,PA,MD
5662,2009,University of Pittsburgh,National Institute of General Medical Sciences,499603.0,302.0,PA,MD
5663,2009,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,382345.0,332.0,PA,MD
5664,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,189375.0,347.0,PA,MD
5665,2009,University of Pittsburgh,National Cancer Institute,500000.0,333.0,PA,MD
5666,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,374270.0,364.0,PA,MD
5667,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,363600.0,334.0,PA,MD
5668,2009,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,222100.0,364.0,PA,MD
5669,2009,University of Pittsburgh,National Institute on Drug Abuse,378750.0,364.0,PA,MD
5670,2009,University of Pittsburgh,National Institute of Mental Health,140721.0,364.0,PA,MD
5671,2009,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,443253.0,364.0,PA,MD
5672,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,318271.0,364.0,PA,MD
5673,2009,University of Pittsburgh,National Cancer Institute,271374.0,1095.0,PA,MD
5674,2009,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,879426.0,364.0,PA,MD
5675,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,326831.0,191.0,PA,MD
5676,2009,University of Pittsburgh,National Heart Lung and Blood Institute,213682.0,715.0,PA,MD
5677,2009,University of Pittsburgh,National Institute of Mental Health,35239.0,364.0,PA,MD
5678,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,709037.0,364.0,PA,MD
5679,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,628450.0,335.0,PA,MD
5680,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,257357.0,675.0,PA,MD
5681,2009,University of Pittsburgh,National Institute of General Medical Sciences,582169.0,364.0,PA,MD
5682,2009,University of Pittsburgh,National Institute of General Medical Sciences,303000.0,364.0,PA,MD
5683,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,333300.0,364.0,PA,MD
5684,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,670070.0,360.0,PA,MD
5685,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,189375.0,340.0,PA,MD
5686,2009,University of Pittsburgh,National Cancer Institute,216561.0,364.0,PA,MD
5687,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,395920.0,364.0,PA,MD
5688,2009,University of Pittsburgh,National Institute of Environmental Health Sciences,41890.0,289.0,PA,NC
5689,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,298337.0,364.0,PA,MD
5690,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,204525.0,362.0,PA,MD
5691,2009,University of Pittsburgh,National Center for Research Resources,320119.0,364.0,PA,MD
5692,2009,University of Pittsburgh,National Institute of Environmental Health Sciences,705036.0,364.0,PA,NC
5693,2009,University of Pittsburgh,National Heart Lung and Blood Institute,126225.0,41.0,PA,MD
5694,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,319311.0,364.0,PA,MD
5695,2009,University of Pittsburgh,National Institute of Mental Health,117346.0,364.0,PA,MD
5696,2009,University of Pittsburgh,National Cancer Institute,1297985.0,729.0,PA,MD
5697,2009,University of Pittsburgh,National Center for Research Resources,4194126.0,364.0,PA,MD
5698,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,47895.0,364.0,PA,MD
5699,2009,University of Pittsburgh,National Eye Institute,71600.0,637.0,PA,MD
5700,2009,University of Pittsburgh,National Cancer Institute,75559.0,729.0,PA,MD
5701,2009,University of Pittsburgh,National Institute of Nursing Research,81813.0,303.0,PA,MD
5702,2009,University of Pittsburgh,National Institute of Mental Health,254790.0,335.0,PA,MD
5703,2009,University of Pittsburgh,National Heart Lung and Blood Institute,151500.0,729.0,PA,MD
5704,2009,University of Pittsburgh,National Institute on Drug Abuse,96133.0,364.0,PA,MD
5705,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,112752.0,729.0,PA,MD
5706,2009,University of Pittsburgh,National Cancer Institute,263366.0,364.0,PA,MD
5707,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,901232.0,1387.0,PA,MD
